pmid,id,arm_num,difficulty,feedback,group_1_dose,group_1_duration,group_1_intervention_name,group_1_intervention_type,group_1_route,group_1_sample_size,group_1_schedule,group_2_dose,group_2_duration,group_2_intervention_name,group_2_intervention_type,group_2_route,group_2_sample_size,group_2_schedule,group_3_dose,group_3_duration,group_3_intervention_name,group_3_intervention_type,group_3_route,group_3_sample_size,group_3_schedule,group_4_dose,group_4_duration,group_4_intervention_name,group_4_intervention_type,group_4_route,group_4_sample_size,group_4_schedule,group_5_dose,group_5_duration,group_5_intervention_name,group_5_intervention_type,group_5_route,group_5_sample_size,group_5_schedule,group_6_dose,group_6_duration,group_6_intervention_name,group_6_intervention_type,group_6_route,group_6_sample_size,group_6_schedule,group_7_dose,group_7_duration,group_7_intervention_name,group_7_intervention_type,group_7_route,group_7_sample_size,group_7_schedule,group_8_dose,group_8_duration,group_8_intervention_name,group_8_intervention_type,group_8_route,group_8_sample_size,group_8_schedule,over_eight_groups,share_duration,shared_duration_yn,shared_dose,shared_dose_yn,shared_intervention_name,shared_intervention_name_yn,shared_intervention_type,shared_intervention_type_yn,shared_route,shared_route_yn,shared_sample_size,shared_sample_size_yn,shared_schedule,shared_schedule_yn,orig__golden,abstract,pmid,title
11379810,1824428235,two,5,,,,beclomethasone dipropionate extrafine aerosol and fluticasone propionate.,Not Sure,n/a,,,,,beclomethasone dipropionate extrafine aerosol and fluticasone propionate.,Not Sure,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 weeks.,TRUE,400 microg,TRUE,beclomethasone dipropionate extrafine aerosol and fluticasone propionate.,TRUE,,,,,88,TRUE,daily,TRUE,,"Inhaled corticosteroids provide first-line treatment for asthma. An advance to improve potency was to produce new molecules with increased glucocorticoid receptor affinity (eg, fluticasone propionate [FP]). An alternative is to deliver more medication to both the large and small airway inflammation of asthma by using an extrafine aerosol (eg, beclomethasone dipropionate extrafine aerosol [BDP-extrafinel).<br /><br />To demonstrate clinical equivalence of BDP-extrafine (400 microg daily) and FP (400 microg daily) in symptomatic asthmatic patients over the course of 6 weeks.<br /><br />This was a double-blind, double-dummy, parallel-group, multicenter, 6-week study in adults with asthma taking conventional FP 100 to 250 microg daily or equivalent, and displaying signs/symptoms of active disease requiring additional therapy.<br /><br />Eighty-eight patients were randomized to BDP-extrafine (and FP-placebo) and 84 to FP (and BDP-placebo). There were no significant differences between treatments with respect to symptom control, as evidenced by mean change from baseline in percentage days without asthma symptoms/nights without sleep disturbance observed at weeks 1 to 2, 3 to 4, or 5 to 6. Mean changes from baseline in AM PEFR at weeks 5 to 6 for BDP-extrafine (19.0) and FP (30.5) were equivalent (P = 0.022 for equivalence). There were significant (P < 0.001) within-treatment-group differences in mean change from baseline in AM PEFR at weeks 1 to 2 for both treatments. There was no difference in the incidence of patients reporting at least one adverse event during the study (BDP-extrafine 41%; FP 37%). Mean percentage change from baseline for AM plasma cortisol at week 6 was + 17.7% for BDP-extrafine and +4.2% for FP (P = 0.066 for difference).<br /><br />BDP-extrafine and FP at doses of 400 microg daily provided equivalent asthma control in patients with symptomatic asthma and exhibited similar safety profiles.",11379810,"A randomized, double-blind comparison of beclomethasone dipropionate extrafine aerosol and fluticasone propionate."
11379810,1830375584,two,4,,Unknown,,Beclomethasone dipropionate extrafine aerosol,Pharmacological,Unknown,88,Unknown,Unknown,,fluticasone propionate,Pharmacological,Unknown,84,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 weeks,TRUE,,,,,,,,,,,,,,"Inhaled corticosteroids provide first-line treatment for asthma. An advance to improve potency was to produce new molecules with increased glucocorticoid receptor affinity (eg, fluticasone propionate [FP]). An alternative is to deliver more medication to both the large and small airway inflammation of asthma by using an extrafine aerosol (eg, beclomethasone dipropionate extrafine aerosol [BDP-extrafinel).<br /><br />To demonstrate clinical equivalence of BDP-extrafine (400 microg daily) and FP (400 microg daily) in symptomatic asthmatic patients over the course of 6 weeks.<br /><br />This was a double-blind, double-dummy, parallel-group, multicenter, 6-week study in adults with asthma taking conventional FP 100 to 250 microg daily or equivalent, and displaying signs/symptoms of active disease requiring additional therapy.<br /><br />Eighty-eight patients were randomized to BDP-extrafine (and FP-placebo) and 84 to FP (and BDP-placebo). There were no significant differences between treatments with respect to symptom control, as evidenced by mean change from baseline in percentage days without asthma symptoms/nights without sleep disturbance observed at weeks 1 to 2, 3 to 4, or 5 to 6. Mean changes from baseline in AM PEFR at weeks 5 to 6 for BDP-extrafine (19.0) and FP (30.5) were equivalent (P = 0.022 for equivalence). There were significant (P < 0.001) within-treatment-group differences in mean change from baseline in AM PEFR at weeks 1 to 2 for both treatments. There was no difference in the incidence of patients reporting at least one adverse event during the study (BDP-extrafine 41%; FP 37%). Mean percentage change from baseline for AM plasma cortisol at week 6 was + 17.7% for BDP-extrafine and +4.2% for FP (P = 0.066 for difference).<br /><br />BDP-extrafine and FP at doses of 400 microg daily provided equivalent asthma control in patients with symptomatic asthma and exhibited similar safety profiles.",11379810,"A randomized, double-blind comparison of beclomethasone dipropionate extrafine aerosol and fluticasone propionate."
12016180,1824170113,two,4,,,,boys,Educational,,1974,,,,girls,Educational,,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 months,TRUE,na,TRUE,Improving teenagers' knowledge of emergency contraception: cluster randomised controlled trial of a teacher led intervention.,TRUE,Educational,TRUE,na,TRUE,,,na,TRUE,,"To assess the effectiveness of a teacher led intervention to improve teenagers' knowledge about emergency contraception.<br /><br />Cluster randomised controlled trial.<br /><br />24 mixed sex, state secondary schools in Avon, south west England.<br /><br />1974 boys and 1820 girls in year 10 (14-15 year olds).<br /><br />Teachers gave a single lesson on emergency contraception to year 10 pupils. The teachers had previously received in-service training on giving the lesson. The pupils were actively involved during the lesson.<br /><br />Questionnaires distributed to pupils at baseline and six months after the intervention assessed their knowledge of the correct time limits for hormonal emergency contraception and for use of the intrauterine device as emergency contraception, the proportion of pupils who were not virgins, the proportion who had used emergency contraception, and the pupils' intention to use emergency contraception in the future.<br /><br />The proportion of pupils knowing the correct time limits for both types of emergency contraception was significantly higher in the intervention group than in the control group at six months' follow up (hormonal contraception: proportion of boys 15.9% higher (95% confidence interval 6.5% to 25.3%), girls 20.4% (10.4% to 30.4%); intrauterine device used as emergency contraception: boys 4.2% (0.7% to 7.7%), girls 10.7% (0.4% to 21.0%). The number of pupils needed to be taught for one more pupil to know the correct time limits was six for boys and five for girls. The intervention and control groups did not differ in the proportion of pupils who were not virgins, in the proportion who had used emergency contraception, and in the proportion intending to use emergency contraception in the future.<br /><br />The intervention significantly improved the proportion of boys and girls knowing the correct time limits for both types of emergency contraception. The intervention did not change the pupils' sexual activity or use of emergency contraception.",12016180,Improving teenagers' knowledge of emergency contraception: cluster randomised controlled trial of a teacher led intervention.
12016180,1824319631,two,4,,n/a,,cluster randomised controlled trial of a teacher led intervention.,Educational,n/a,,n/a,n/a,,cluster randomised controlled trial of a teacher led intervention.,Educational,n/a,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,six months,TRUE,,,cluster randomised controlled trial of a teacher led intervention.,TRUE,Educational,TRUE,,,3794,TRUE,,,,"To assess the effectiveness of a teacher led intervention to improve teenagers' knowledge about emergency contraception.<br /><br />Cluster randomised controlled trial.<br /><br />24 mixed sex, state secondary schools in Avon, south west England.<br /><br />1974 boys and 1820 girls in year 10 (14-15 year olds).<br /><br />Teachers gave a single lesson on emergency contraception to year 10 pupils. The teachers had previously received in-service training on giving the lesson. The pupils were actively involved during the lesson.<br /><br />Questionnaires distributed to pupils at baseline and six months after the intervention assessed their knowledge of the correct time limits for hormonal emergency contraception and for use of the intrauterine device as emergency contraception, the proportion of pupils who were not virgins, the proportion who had used emergency contraception, and the pupils' intention to use emergency contraception in the future.<br /><br />The proportion of pupils knowing the correct time limits for both types of emergency contraception was significantly higher in the intervention group than in the control group at six months' follow up (hormonal contraception: proportion of boys 15.9% higher (95% confidence interval 6.5% to 25.3%), girls 20.4% (10.4% to 30.4%); intrauterine device used as emergency contraception: boys 4.2% (0.7% to 7.7%), girls 10.7% (0.4% to 21.0%). The number of pupils needed to be taught for one more pupil to know the correct time limits was six for boys and five for girls. The intervention and control groups did not differ in the proportion of pupils who were not virgins, in the proportion who had used emergency contraception, and in the proportion intending to use emergency contraception in the future.<br /><br />The intervention significantly improved the proportion of boys and girls knowing the correct time limits for both types of emergency contraception. The intervention did not change the pupils' sexual activity or use of emergency contraception.",12016180,Improving teenagers' knowledge of emergency contraception: cluster randomised controlled trial of a teacher led intervention.
12016180,1829147981,two,,,,,teacher led intervention,Educational,,,,,,no teacher led intervention,Educational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 months,TRUE,NA,TRUE,,,,,NA,TRUE,1974 boys and 1820 girls,TRUE,NA,TRUE,,"To assess the effectiveness of a teacher led intervention to improve teenagers' knowledge about emergency contraception.<br /><br />Cluster randomised controlled trial.<br /><br />24 mixed sex, state secondary schools in Avon, south west England.<br /><br />1974 boys and 1820 girls in year 10 (14-15 year olds).<br /><br />Teachers gave a single lesson on emergency contraception to year 10 pupils. The teachers had previously received in-service training on giving the lesson. The pupils were actively involved during the lesson.<br /><br />Questionnaires distributed to pupils at baseline and six months after the intervention assessed their knowledge of the correct time limits for hormonal emergency contraception and for use of the intrauterine device as emergency contraception, the proportion of pupils who were not virgins, the proportion who had used emergency contraception, and the pupils' intention to use emergency contraception in the future.<br /><br />The proportion of pupils knowing the correct time limits for both types of emergency contraception was significantly higher in the intervention group than in the control group at six months' follow up (hormonal contraception: proportion of boys 15.9% higher (95% confidence interval 6.5% to 25.3%), girls 20.4% (10.4% to 30.4%); intrauterine device used as emergency contraception: boys 4.2% (0.7% to 7.7%), girls 10.7% (0.4% to 21.0%). The number of pupils needed to be taught for one more pupil to know the correct time limits was six for boys and five for girls. The intervention and control groups did not differ in the proportion of pupils who were not virgins, in the proportion who had used emergency contraception, and in the proportion intending to use emergency contraception in the future.<br /><br />The intervention significantly improved the proportion of boys and girls knowing the correct time limits for both types of emergency contraception. The intervention did not change the pupils' sexual activity or use of emergency contraception.",12016180,Improving teenagers' knowledge of emergency contraception: cluster randomised controlled trial of a teacher led intervention.
12069289,1824222501,two,3,,,,CCAD,Pharmacological,,,,,,CCAD,Pharmacological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,TRUE,na,TRUE,Outcome of extracranial cervicocephalic arterial dissections: a follow-up study.,TRUE,Pharmacological,TRUE,na,TRUE,26,TRUE,na,TRUE,,"Cervicocephalic arterial dissections (CCAD) are an increasingly recognized cause of ischemic stroke in young adults. Various treatments have been suggested but no controlled trial has ever been performed. Medical treatment has included anticoagulant or platelet antiaggregant therapy. Surgical correction has been proposed for selected patients who have failed medical therapy. Percutaneous balloon angioplasty and stenting have been increasingly used in some patients, although long-term results are unknown. The objective of the study was to review our recent experience with the management and outcome of extracranial CCAD. We identified 27 patients with extracranial CCAD who were evaluated, treated and/or followed by our Stroke Service from September 1995 to August 2001. Clinical presentation, diagnostic evaluation, management, and outcome were reviewed. There were 15 men (56%) and 12 women (44%) with mean ages of 38 and 43 years respectively. Diagnosis was made by cerebral angiography in 15 (56%) patients and by MRI/MRA only in 12 (44%) patients. Twenty-two patients had spontaneous and five had traumatic extracranial CCAD. Most common associated disorders were arterial hypertension (37%) and migraine (26%). One patient presented only with a painful post-ganglionic Horner syndrome, another patient with neck pain and post-ganglionic Horner syndrome, another patient solely with protracted unilateral headaches, three with transient ischemic attacks (TIA), and 21 with ischemic strokes. The internal carotid artery (ICA) was the most frequently involved vessel (63%), followed by the vertebral artery (30%, and multivessel involvement in two patients (7%). Eighteen patients received anticoagulant therapy and nine platelet anti-aggregants. Follow-up extended from 2 to 115 months, with a mean of 58 months. At the end of follow-up, 23 (85%) patients had either no disability or only minor sequelae (modified Rankin score: 0 to 1), and four (15%) patients had moderate limitations (modified Rankin score: 2 to 3). Two patients had a recurrent ischemic stroke, one unrelated to recurrent CCAD, and the other following percutaneous balloon angioplasty/stenting for treatment of a persistent vertebral artery pseudoaneurysm. Most CCAD involved the extracranial ICA. The clinical presentation is variable, most patients having an ischemic stroke or TIAs. The short- and long-term outcome are usually favorable with either anticoagulant or platelet antiaggregant therapy. A medical initial approach to the management of extracranial CCAD is recommended for most patients.",12069289,Outcome of extracranial cervicocephalic arterial dissections: a follow-up study.
12069289,1825026775,two,5,,,,extracranial cervicocephalic arterial dissections,Surgical,,,,,,extracranial cervicocephalic arterial dissections,Surgical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 years,TRUE,n/a,TRUE,extracranial cervicocephalic arterial dissections,TRUE,Surgical,TRUE,n/a,TRUE,27,TRUE,n/a,TRUE,,"Cervicocephalic arterial dissections (CCAD) are an increasingly recognized cause of ischemic stroke in young adults. Various treatments have been suggested but no controlled trial has ever been performed. Medical treatment has included anticoagulant or platelet antiaggregant therapy. Surgical correction has been proposed for selected patients who have failed medical therapy. Percutaneous balloon angioplasty and stenting have been increasingly used in some patients, although long-term results are unknown. The objective of the study was to review our recent experience with the management and outcome of extracranial CCAD. We identified 27 patients with extracranial CCAD who were evaluated, treated and/or followed by our Stroke Service from September 1995 to August 2001. Clinical presentation, diagnostic evaluation, management, and outcome were reviewed. There were 15 men (56%) and 12 women (44%) with mean ages of 38 and 43 years respectively. Diagnosis was made by cerebral angiography in 15 (56%) patients and by MRI/MRA only in 12 (44%) patients. Twenty-two patients had spontaneous and five had traumatic extracranial CCAD. Most common associated disorders were arterial hypertension (37%) and migraine (26%). One patient presented only with a painful post-ganglionic Horner syndrome, another patient with neck pain and post-ganglionic Horner syndrome, another patient solely with protracted unilateral headaches, three with transient ischemic attacks (TIA), and 21 with ischemic strokes. The internal carotid artery (ICA) was the most frequently involved vessel (63%), followed by the vertebral artery (30%, and multivessel involvement in two patients (7%). Eighteen patients received anticoagulant therapy and nine platelet anti-aggregants. Follow-up extended from 2 to 115 months, with a mean of 58 months. At the end of follow-up, 23 (85%) patients had either no disability or only minor sequelae (modified Rankin score: 0 to 1), and four (15%) patients had moderate limitations (modified Rankin score: 2 to 3). Two patients had a recurrent ischemic stroke, one unrelated to recurrent CCAD, and the other following percutaneous balloon angioplasty/stenting for treatment of a persistent vertebral artery pseudoaneurysm. Most CCAD involved the extracranial ICA. The clinical presentation is variable, most patients having an ischemic stroke or TIAs. The short- and long-term outcome are usually favorable with either anticoagulant or platelet antiaggregant therapy. A medical initial approach to the management of extracranial CCAD is recommended for most patients.",12069289,Outcome of extracranial cervicocephalic arterial dissections: a follow-up study.
12069289,1830858949,two,3,,,,Anticoagulant therapy,Not Sure,,18,,,,Platelet anti-aggregants,Not Sure,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,TRUE,Unknown,TRUE,,,Not Sure,TRUE,Unknown,TRUE,,,Unknown,TRUE,,"Cervicocephalic arterial dissections (CCAD) are an increasingly recognized cause of ischemic stroke in young adults. Various treatments have been suggested but no controlled trial has ever been performed. Medical treatment has included anticoagulant or platelet antiaggregant therapy. Surgical correction has been proposed for selected patients who have failed medical therapy. Percutaneous balloon angioplasty and stenting have been increasingly used in some patients, although long-term results are unknown. The objective of the study was to review our recent experience with the management and outcome of extracranial CCAD. We identified 27 patients with extracranial CCAD who were evaluated, treated and/or followed by our Stroke Service from September 1995 to August 2001. Clinical presentation, diagnostic evaluation, management, and outcome were reviewed. There were 15 men (56%) and 12 women (44%) with mean ages of 38 and 43 years respectively. Diagnosis was made by cerebral angiography in 15 (56%) patients and by MRI/MRA only in 12 (44%) patients. Twenty-two patients had spontaneous and five had traumatic extracranial CCAD. Most common associated disorders were arterial hypertension (37%) and migraine (26%). One patient presented only with a painful post-ganglionic Horner syndrome, another patient with neck pain and post-ganglionic Horner syndrome, another patient solely with protracted unilateral headaches, three with transient ischemic attacks (TIA), and 21 with ischemic strokes. The internal carotid artery (ICA) was the most frequently involved vessel (63%), followed by the vertebral artery (30%, and multivessel involvement in two patients (7%). Eighteen patients received anticoagulant therapy and nine platelet anti-aggregants. Follow-up extended from 2 to 115 months, with a mean of 58 months. At the end of follow-up, 23 (85%) patients had either no disability or only minor sequelae (modified Rankin score: 0 to 1), and four (15%) patients had moderate limitations (modified Rankin score: 2 to 3). Two patients had a recurrent ischemic stroke, one unrelated to recurrent CCAD, and the other following percutaneous balloon angioplasty/stenting for treatment of a persistent vertebral artery pseudoaneurysm. Most CCAD involved the extracranial ICA. The clinical presentation is variable, most patients having an ischemic stroke or TIAs. The short- and long-term outcome are usually favorable with either anticoagulant or platelet antiaggregant therapy. A medical initial approach to the management of extracranial CCAD is recommended for most patients.",12069289,Outcome of extracranial cervicocephalic arterial dissections: a follow-up study.
12610193,1824164377,three,4,,,,nicotine patch therapy,Pharmacological,,,,,,bupropion,Pharmacological,,,,,,placebo,Pharmacological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 months,TRUE,na,TRUE,Nicotine patch therapy based on smoking rate followed by bupropion for prevention of relapse to smoking.,TRUE,Pharmacological,TRUE,na,TRUE,578,TRUE,NA,TRUE,,"To determine whether (1) tailored nicotine patch therapy that is based on smoking rate can be carried out in a multisite oncology investigative group practice setting, (2) long-term use of bupropion reduces the rate of relapse to smoking in smokers who stop smoking with nicotine patch therapy, and (3) bupropion can initiate smoking abstinence among smokers who have failed to stop smoking after nicotine patch therapy. Participants and<br /><br />Fourteen North Central Cancer Treatment Group sites recruited generally healthy adult smokers from the general population for nicotine patch therapy and based the patch dosage on smoking rates. At completion of nicotine patch therapy, nonsmoking participants were eligible to be assigned to bupropion or placebo for 6 months (for relapse prevention). and smoking participants were eligible to be assigned to bupropion or placebo for 8 weeks of treatment.<br /><br />Of 578 subjects, 31% were abstinent from smoking at the end of nicotine patch therapy. Of those subjects not smoking at the end of nicotine patch therapy who entered the relapse prevention phase, 28% and 25% were not smoking at 6 months (the end of the medication phase) for bupropion and placebo, respectively (P =.73). For those still smoking at the end of nicotine patch therapy, 3.1% and 0.0% stopped smoking with bupropion or placebo, respectively (P =.12).<br /><br />Tailored nicotine patch therapy for the general population of smokers can be provided in a multisite oncology investigative group setting. Bupropion did not reduce relapse to smoking in smokers who stopped smoking with nicotine patch therapy. Bupropion did not initiate abstinence among smokers who failed to stop smoking with nicotine patch therapy.",12610193,Nicotine patch therapy based on smoking rate followed by bupropion for prevention of relapse to smoking.
12610193,1824312939,two,5,,n/a,,Nicotine patch therapy,Not Sure,n/a,,n/a,n/a,,Nicotine patch therapy,Not Sure,n/a,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 months,TRUE,,,Nicotine patch therapy,TRUE,,,,,578,TRUE,,,,"To determine whether (1) tailored nicotine patch therapy that is based on smoking rate can be carried out in a multisite oncology investigative group practice setting, (2) long-term use of bupropion reduces the rate of relapse to smoking in smokers who stop smoking with nicotine patch therapy, and (3) bupropion can initiate smoking abstinence among smokers who have failed to stop smoking after nicotine patch therapy. Participants and<br /><br />Fourteen North Central Cancer Treatment Group sites recruited generally healthy adult smokers from the general population for nicotine patch therapy and based the patch dosage on smoking rates. At completion of nicotine patch therapy, nonsmoking participants were eligible to be assigned to bupropion or placebo for 6 months (for relapse prevention). and smoking participants were eligible to be assigned to bupropion or placebo for 8 weeks of treatment.<br /><br />Of 578 subjects, 31% were abstinent from smoking at the end of nicotine patch therapy. Of those subjects not smoking at the end of nicotine patch therapy who entered the relapse prevention phase, 28% and 25% were not smoking at 6 months (the end of the medication phase) for bupropion and placebo, respectively (P =.73). For those still smoking at the end of nicotine patch therapy, 3.1% and 0.0% stopped smoking with bupropion or placebo, respectively (P =.12).<br /><br />Tailored nicotine patch therapy for the general population of smokers can be provided in a multisite oncology investigative group setting. Bupropion did not reduce relapse to smoking in smokers who stopped smoking with nicotine patch therapy. Bupropion did not initiate abstinence among smokers who failed to stop smoking with nicotine patch therapy.",12610193,Nicotine patch therapy based on smoking rate followed by bupropion for prevention of relapse to smoking.
12610193,1829141302,two,,,,6 months,nonsmoking participants  assigned to bupropion or placebo,Screening,,,,,8 weeks,smoking participants assigned to bupropion or placebo,Screening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,TRUE,,,,,NA,TRUE,578,TRUE,NA,TRUE,,"To determine whether (1) tailored nicotine patch therapy that is based on smoking rate can be carried out in a multisite oncology investigative group practice setting, (2) long-term use of bupropion reduces the rate of relapse to smoking in smokers who stop smoking with nicotine patch therapy, and (3) bupropion can initiate smoking abstinence among smokers who have failed to stop smoking after nicotine patch therapy. Participants and<br /><br />Fourteen North Central Cancer Treatment Group sites recruited generally healthy adult smokers from the general population for nicotine patch therapy and based the patch dosage on smoking rates. At completion of nicotine patch therapy, nonsmoking participants were eligible to be assigned to bupropion or placebo for 6 months (for relapse prevention). and smoking participants were eligible to be assigned to bupropion or placebo for 8 weeks of treatment.<br /><br />Of 578 subjects, 31% were abstinent from smoking at the end of nicotine patch therapy. Of those subjects not smoking at the end of nicotine patch therapy who entered the relapse prevention phase, 28% and 25% were not smoking at 6 months (the end of the medication phase) for bupropion and placebo, respectively (P =.73). For those still smoking at the end of nicotine patch therapy, 3.1% and 0.0% stopped smoking with bupropion or placebo, respectively (P =.12).<br /><br />Tailored nicotine patch therapy for the general population of smokers can be provided in a multisite oncology investigative group setting. Bupropion did not reduce relapse to smoking in smokers who stopped smoking with nicotine patch therapy. Bupropion did not initiate abstinence among smokers who failed to stop smoking with nicotine patch therapy.",12610193,Nicotine patch therapy based on smoking rate followed by bupropion for prevention of relapse to smoking.
14718901,1824175835,two,4,,,,AV-fistula group,Medical Devices,,31,,,,control group (CG),Medical Devices,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 year,TRUE,na,TRUE,Does an adjuvant AV-fistula improve the patency of a femorocrural PTFE bypass with distal vein cuff in critical leg ischaemia?--a prospective randomised multicentre trial.,TRUE,Medical Devices,TRUE,na,TRUE,,,na,TRUE,,"A lack of suitable veins can cause serious problems when attempting to revascularise critically ischaemic legs. Prosthetic grafts have much worse patency in the femocrural position, despite the use of distal anastomotic cuffs. The use of adjuvant AV-fistula at the distal anastomosis should increase the graft flow above the thrombotic threshold velocity and thus increase prosthetic graft patency.<br /><br />The aim of the study was to evaluate the benefit of an adjuvant AV-fistula on the patency of a femorocrural PTFE bypass with a distal vein cuff.<br /><br />This prospective randomised multicentre trial was conducted in four centres. A total of 59 patients with critical leg ischaemia and no suitable veins for grafting were randomised to receive a femocrural PTFE bypass and distal vein cuff, with or without an adjuvant AV-fistula. Thirty-one patients were randomised to the AV-fistula group (AVFG) and 28 to the control group (CG). Six patients were lost to follow-up during the 2-year study time.<br /><br />There were six immediate occlusions in each treatment group, but half of these were saved by re-operation. The mean postoperative ankle-brachial index (ABI) was 0.85 in the AVFG and 0.94 in the CG. The primary and secondary patency rate at 2 years was 29 and 40% for the AVFG and 36 and 40% for the CG (NS). Leg salvage at 2 years was 65 and 68%, respectively (NS).<br /><br />Adjuvant AV-fistula does not improve the patency of a femorocrural PTFE bypass with a distal vein cuff.",14718901,Does an adjuvant AV-fistula improve the patency of a femorocrural PTFE bypass with distal vein cuff in critical leg ischaemia?--a prospective randomised multicentre trial.
14718901,1824359568,two,5,,n/a,,adjuvant AV-fistula on the patency of a femorocrural PTFE bypass with a distal vein cuff.,Not Sure,n/a,,n/a,n/a,,adjuvant AV-fistula on the patency of a femorocrural PTFE bypass with a distal vein cuff.,Not Sure,n/a,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 years,TRUE,,,adjuvant AV-fistula on the patency of a femorocrural PTFE bypass with a distal vein cuff.,TRUE,,,,,59,TRUE,,,,"A lack of suitable veins can cause serious problems when attempting to revascularise critically ischaemic legs. Prosthetic grafts have much worse patency in the femocrural position, despite the use of distal anastomotic cuffs. The use of adjuvant AV-fistula at the distal anastomosis should increase the graft flow above the thrombotic threshold velocity and thus increase prosthetic graft patency.<br /><br />The aim of the study was to evaluate the benefit of an adjuvant AV-fistula on the patency of a femorocrural PTFE bypass with a distal vein cuff.<br /><br />This prospective randomised multicentre trial was conducted in four centres. A total of 59 patients with critical leg ischaemia and no suitable veins for grafting were randomised to receive a femocrural PTFE bypass and distal vein cuff, with or without an adjuvant AV-fistula. Thirty-one patients were randomised to the AV-fistula group (AVFG) and 28 to the control group (CG). Six patients were lost to follow-up during the 2-year study time.<br /><br />There were six immediate occlusions in each treatment group, but half of these were saved by re-operation. The mean postoperative ankle-brachial index (ABI) was 0.85 in the AVFG and 0.94 in the CG. The primary and secondary patency rate at 2 years was 29 and 40% for the AVFG and 36 and 40% for the CG (NS). Leg salvage at 2 years was 65 and 68%, respectively (NS).<br /><br />Adjuvant AV-fistula does not improve the patency of a femorocrural PTFE bypass with a distal vein cuff.",14718901,Does an adjuvant AV-fistula improve the patency of a femorocrural PTFE bypass with distal vein cuff in critical leg ischaemia?--a prospective randomised multicentre trial.
14718901,1829153956,two,,,,,adjuvant AV-fistula  group (AVFG),Surgical,surgery,31,,,,control group (CG),No Active Treatment,NA,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 years,TRUE,NA,TRUE,,,,,,,,,NA,TRUE,,"A lack of suitable veins can cause serious problems when attempting to revascularise critically ischaemic legs. Prosthetic grafts have much worse patency in the femocrural position, despite the use of distal anastomotic cuffs. The use of adjuvant AV-fistula at the distal anastomosis should increase the graft flow above the thrombotic threshold velocity and thus increase prosthetic graft patency.<br /><br />The aim of the study was to evaluate the benefit of an adjuvant AV-fistula on the patency of a femorocrural PTFE bypass with a distal vein cuff.<br /><br />This prospective randomised multicentre trial was conducted in four centres. A total of 59 patients with critical leg ischaemia and no suitable veins for grafting were randomised to receive a femocrural PTFE bypass and distal vein cuff, with or without an adjuvant AV-fistula. Thirty-one patients were randomised to the AV-fistula group (AVFG) and 28 to the control group (CG). Six patients were lost to follow-up during the 2-year study time.<br /><br />There were six immediate occlusions in each treatment group, but half of these were saved by re-operation. The mean postoperative ankle-brachial index (ABI) was 0.85 in the AVFG and 0.94 in the CG. The primary and secondary patency rate at 2 years was 29 and 40% for the AVFG and 36 and 40% for the CG (NS). Leg salvage at 2 years was 65 and 68%, respectively (NS).<br /><br />Adjuvant AV-fistula does not improve the patency of a femorocrural PTFE bypass with a distal vein cuff.",14718901,Does an adjuvant AV-fistula improve the patency of a femorocrural PTFE bypass with distal vein cuff in critical leg ischaemia?--a prospective randomised multicentre trial.
